"","id","name","description","menus_appeared","times_appeared","first_appeared","last_appeared","lowest_price","highest_price"
"287663",362399,"Champagne, Moet & Chandon, Green Seal",NA,1,1,1885,1885,0,0
"287664",362400,"Champagne, Piper Heidseick",NA,1,1,1885,1885,0,0
"287874",362642,"Champagne, Perrier-Jouet",NA,2,2,1896,1900,0,0
"288084",362912,"Salad, Sardine, Imp.",NA,1,1,1901,1901,0,0
"288085",362915,"Peache and Cream",NA,1,1,1901,1901,0,0
"288086",362916,"Canteloupe ? - 1/2",NA,1,1,1901,1901,0,0
"288087",362917,"Bread and Butter, extra with all orders for less than .25c.",NA,1,1,1901,1901,0.1,0.1
"288126",362956,"Whiskey, Dewar's Scotch",NA,2,2,1900,1900,0,0
"288128",362958,"Whiskey, Old Pepper",NA,2,2,1900,1900,0,0
"288162",362995,"Soup, Puree of Tomatoes, Caroline",NA,1,1,1901,1901,0,0
"288175",363008,"Soup, Printanier",NA,1,1,1900,1900,0,0
"288176",363009,"Soup, Aux pâtes",NA,1,1,1900,1900,0,0
"288177",363010,"Soup, Cream of Barley Princesse",NA,1,1,1900,1900,0,0
"288178",363011,"Sirloin, Stanley",NA,1,1,1900,1900,0,0
"288179",363012,"Sirloin, Bordelaise",NA,2,2,1900,1914,0.85,1.25
"288180",363014,"Mutton, Stewed",NA,1,1,1900,1900,0,0
"288181",363015,"Spring chicken, fricassee Stanley",NA,1,1,1900,1900,0,0
"288182",363016,"Salad, Shrimp Salad",NA,2,2,1898,1900,0,0
"288184",363018,"English Breakfast, Tea",NA,1,1,1900,1900,0,0
"288191",363025,"Syphon Water, Carbonic",NA,1,1,1900,1900,0,0
"288192",363026,"Syphon Water, Seltzer",NA,1,1,1900,1900,0,0
"288193",363027,"Syphon Water, Vichy",NA,1,1,1900,1900,0,0
"288194",363028,"Londonderry Water",NA,1,1,1900,1900,0,0
"288195",363029,"Champagne, Irroy",NA,1,1,1900,1900,0,0
"288196",363030,"Scotch Whiskey, Belverness, very old",NA,1,1,1900,1900,0,0
"288197",363031,"Stewart's Scotc Whiskey",NA,1,1,1900,1900,0,0
"288327",363221,"Soup, Cream of Rice",NA,1,1,1900,1900,0,0
"288328",363222,"Black Tea, per Pot",NA,1,1,1900,1900,0,0
"288329",363223,"Salad, PLAIN LETTUCE",NA,3,3,1900,1900,0,0
"288330",363224,"Syphon, Vichy",NA,1,1,1900,1900,0,0
"288331",363225,"Syphon, Seltzer",NA,1,1,1900,1900,0,0
"288333",363230,"Imported Gervais Cheese",NA,2,2,1907,1907,0,0
"288418",363325,"Spring Turkey half",NA,1,1,1896,1896,0,0
"288419",363326,"Roast Duck half",NA,1,1,1896,1896,0,0
"288420",363327,"Mayonnaise Salad",NA,3,3,1896,1900,0,0
"288421",363328,"Cream Gervaise Cheese",NA,1,1,1896,1896,0,0
"288422",363329,"Glace à l'Eau Framboise",NA,1,1,1896,1896,0,0
"288423",363330,"Dindonneau demi",NA,1,1,1896,1896,0,0
"288424",363331,"Poulet demi",NA,1,1,1896,1896,0,0
"288425",363332,"Alose sur planche demi",NA,1,1,1896,1896,0,0
"288584",363516,"Soup, Lamb with Oysters",NA,1,1,1900,1900,0,0
"288592",363529,"Coffee, Gaudarali Blend",NA,1,1,1901,1901,0,0
"288593",363530,"Hazel Chocolate",NA,1,1,1901,1901,0,0
"288594",363531,"Hazel Cocoa",NA,1,1,1901,1901,0,0
"288718",363697,"Oysters, Extra Saddle Rock, Shell Roast",NA,1,1,1900,1900,0,0
"288719",363698,"Oysters, Extra Saddle Rock, Fancy Roast",NA,1,1,1900,1900,0,0
"288720",363699,"Oysters, Extra Saddle Rock, Fry",NA,1,1,1900,1900,0.5,0.5
"288721",363700,"Oysters, Extra Saddle Rock, Broil",NA,1,1,1900,1900,0,0
"288722",363701,"Oysters, Extra Saddle Rock, Celery Broil",NA,1,1,1900,1900,0.75,0.75
"288723",363702,"Oysters, Extra Saddle Rock, Stew",NA,1,1,1900,1900,0,0
"288724",363703,"Oysters, Extra Saddle Rock, Raw",NA,1,1,1900,1900,0,0
"288725",363704,"Oysters, Boston Fancy Roast",NA,1,1,1900,1900,0,0
"288726",363705,"Blue Points, Half Shell, Small",NA,1,1,1900,1900,0,0
"288727",363706,"Blue Points, Half Shell, Medium",NA,1,1,1900,1900,0,0
"288728",363707,"Blue Points, Broil",NA,1,1,1900,1900,0,0
"288729",363708,"Single Oyster Patty",NA,1,1,1900,1900,0,0
"288730",363709,"Bacon, extra",NA,2,3,1900,1918,0.1,0.15
"288731",363710,"Oysters, Saddle Rock, Pan Roast",NA,1,1,1900,1900,0,0
"288732",363711,"Oysters, Saddle Rock, Fry",NA,1,1,1900,1900,0,0
"288733",363712,"Oysters, Celery Stew",NA,1,1,1900,1900,0,0
"288734",363713,"Oysters, Fry, Half and Half",NA,1,1,1900,1900,0,0
"288735",363714,"Scallop, Fry",NA,1,1,1900,1900,0,0
"288736",363715,"Scallop, Stew",NA,1,1,1900,1900,0,0
"288737",363716,"Lynnhaven's Half Shell",NA,1,1,1900,1900,0,0
"288738",363717,"Soft Shell Clams, Fancy Roast",NA,1,1,1900,1900,0,0
"288739",363718,"Soft Shell Clams, Fry, Plain",NA,1,1,1900,1900,0,0
"288740",363719,"Soft Shell Crabs, Broiled, Plain",NA,1,1,1900,1900,0,0
"288741",363720,"Soft Shell Crabs, Fried, Plain",NA,1,1,1900,1900,0,0
"288742",363721,"Soft Shell Crabs, Single",NA,1,1,1900,1900,0,0
"288743",363722,"Salad, Crab Meat",NA,2,2,1900,1914,0.6,0.7
"288744",363723,"Deviled Sauce",NA,4,4,1900,1918,0.1,0.6
"288745",363724,"California Asparagus, Vinaigrette",NA,1,1,1900,1900,0,0
"288746",363725,"Single Chop, Bacon and Kidney",NA,1,1,1900,1900,0,0
"288747",363726,"Tillson's Country Sausages",NA,2,2,1900,1900,0,0
"288748",363727,"Fresh Mushroom Patties",NA,1,1,1900,1900,0,0
"288749",363728,"Ex. Porterhouse Steak for Two",NA,1,1,1900,1900,0,0
"288750",363729,"Ex. Porterhouse Steak, for Two, with Mushrooms",NA,1,1,1900,1900,0,0
"288751",363730,"Single Mutton Chop, Kidney and Bacon",NA,1,1,1900,1900,0,0
"288752",363731,"Extra English Chop",NA,1,1,1900,1900,0,0
"288753",363733,"Canada Frogs, Fried",NA,1,1,1900,1900,0,0
"288754",363734,"Canada Frogs, Fricasseed",NA,1,1,1900,1900,0,0
"288756",363736,"Apple Fritters (to order)",NA,2,2,1900,1921,0,0
"288757",363737,"French Ice Cream, Neopolitan",NA,1,1,1900,1900,0.2,0.2
"288758",363738,"French Ice Cream, Chocolate and Vanilla",NA,1,1,1900,1900,0,0
"288759",363739,"French Ice Cream, Strawberry and Vanilla",NA,1,1,1900,1900,0,0
"288760",363740,"Huyler's Chocolate",NA,1,1,1900,1900,0,0
"288761",363741,"Huyler's Chocolate, per Pot",NA,1,1,1900,1900,0,0
"288762",363742,"Dozen Oysters on half shell Delivered to Dinner Parties",NA,1,1,1900,1900,0,0
"288763",363743,"Veal Chop a la Creole",NA,1,1,1900,1900,0,0
"288764",363745,"Claret, Sunset",NA,1,1,1900,1900,0,0
"288765",363746,"Claret, Medoc (P. & T.)",NA,1,1,1900,1900,0,0
"288766",363747,"Claret, St. Julien (B. & G.)",NA,1,1,1900,1900,0,0
"288767",363748,"Claret, Pontet Canet (B. & G.)",NA,1,1,1900,1900,0,0
"288768",363749,"Rhine Wine, Edward Saarbach & Co., Hochheimer, Pt.",NA,1,1,1900,1900,0,0
"288769",363750,"Haut Sauterne (P. & T.)",NA,1,1,1900,1900,0,0
"288770",363751,"Burgundy, Pommard, C. Marey & Liger Belair, Pt.",NA,1,1,1900,1900,0,0
"288771",363752,"Burgundy, Chambertin, Pt.",NA,1,1,1900,1900,0,0
"288772",363753,"Champagne, Dry Monopole, Heidsieck & Co.",NA,1,1,1900,1900,0,0
"288773",363754,"Champagen, Mumm's Extra Dry",NA,1,1,1900,1900,0,0
"288774",363755,"Evan's Hudson Cream Ale, Mug or Glass",NA,1,1,1900,1900,0,0
"288775",363756,"Cider, Mug or Glass",NA,1,1,1900,1900,0,0
"288776",363757,"Ginger Ale (C. & C.)",NA,1,1,1900,1900,0,0
"288777",363758,"Evan's India Pale Ale, Pt.",NA,1,1,1900,1900,0,0
"288778",363759,"Bass's Ale (E. & J. Burke's)",NA,1,1,1900,1900,0,0
"288779",363760,"Bass's Ale (Bull Dog)",NA,1,1,1900,1900,0,0
"288780",363761,"Bass's Ale (White Label) Pt.",NA,1,1,1900,1900,0,0
"288781",363762,"Ind. Coope & Co.'s Ale",NA,1,1,1900,1900,0,0
"288782",363764,"Erlanger, Dark Beer",NA,1,1,1900,1900,0,0
"288783",363765,"Wood's Newtown Pip. Cider",NA,1,1,1900,1900,0,0
"288784",363766,"Londonderry Lithia Water, Pt.",NA,1,1,1900,1900,0,0
"288785",363767,"Johannis Water, Pt.",NA,1,1,1900,1900,0,0
"288954",363994,"Frog Legs, breaded, Tomato Sce",NA,1,1,1900,1900,0,0
"288956",363996,"Sardellen with egg sandwich",NA,1,1,1900,1900,0,0
"288957",363997,"Mallard Duck,  Half",NA,1,1,1900,1900,0,0
"288958",363998,"Salad, Tomatoes a la Boulevard",NA,1,1,1900,1900,0,0
"288959",363999,"Salad, Sliced Bermuda Tomatoes",NA,1,1,1900,1900,0,0
"288960",364000,"Salad, Sliced Bermuda Tomatoes with Mayonaise",NA,1,1,1900,1900,0.3,0.3
"288961",364001,"Salad, Lettuce with Mayonaise",NA,1,1,1900,1900,0,0
"288962",364002,"Salad, Lettuce with Hungar. Dressing",NA,1,1,1900,1900,0,0
"288963",364003,"Salad, SLICED CUCUMBERS",NA,1,1,1900,1900,0,0
"288964",364004,"Ice Cream, Tortoni",NA,1,1,1900,1900,0,0
"288965",364005,"Gervais Creme Cheese with Bar le duc",NA,1,1,1900,1900,0,0
"289579",364768,"Regular Dinner with Wine",NA,1,1,1901,1901,0,0
"290009",365316,"La Trappe Cheese",NA,2,2,1899,1900,0,0
"290011",365318,"Boiled Pig's Jowls and spinach",NA,1,1,1900,1900,0,0
"290012",365319,"Sara Bernhardt Potatoes",NA,1,1,1900,1900,0,0
"290013",365321,"La Minerve Gruyere Cheese",NA,1,1,1900,1900,0,0
"290014",365322,"Broiled Trout, persillade, Pommes Julienne",NA,1,1,1900,1900,0,0
"290015",365323,"Baked Black Bass, au sauterne, Pommes rissoles",NA,1,1,1900,1900,0,0
"290723",366202,"Anheuser-Busch Beer on draught, Light or Dar",NA,1,1,1900,1900,0,0
"290724",366203,"Oxtail a l'Anglaise Soup",NA,1,1,1900,1900,0,0
"290736",366215,"Tomato soup aux croutons",NA,6,6,1900,1917,0.25,0.4
"290737",366216,"Philadelphia Strawberry Ice Cream",NA,1,1,1900,1900,0.25,0.25
"290738",366217,"Steamed Apple Dumpling, Maraschino Sauce",NA,1,1,1900,1900,0,0
"290739",366218,"Steamed Apple Dumpling, Hard Sauce",NA,1,1,1900,1900,0,0
"290740",366219,"Boiled Salmon Steak",NA,1,1,1900,1900,0,0
"290741",366220,"Ham, broiled with eggs (2)",NA,1,1,1900,1900,0,0
"290742",366221,"Ham, fried with eggs (2)",NA,1,1,1900,1900,0,0
"290882",366383,"Nantagen Cigarren",NA,1,1,1893,1893,0,0
"291024",366585,"Saddle Rock, roast on toast",NA,1,1,1900,1900,0,0
"291064",366626,"Omelette soufflee, a la vanille",NA,1,1,1900,1900,0,0
"291065",366627,"Omelette souffle, au rhum",NA,1,1,1900,1900,0,0
"291066",366628,"Ice, Lemon",NA,1,1,1900,1900,0,0
"291067",366629,"Ice, Orange",NA,1,1,1900,1900,0,0
"291068",366630,"Ice, Maraschino",NA,1,1,1900,1900,0,0
"291069",366631,"Ice, Kirsch",NA,1,1,1900,1900,0,0
"291070",366632,"Greengage Jam",NA,1,1,1900,1900,0,0
"291071",366633,"Quinces jelly",NA,1,1,1900,1900,0,0
"291072",366635,"Preserved Comb honey",NA,1,1,1900,1900,0,0
"291073",366636,"Preserved Greenages",NA,1,1,1900,1900,0,0
"291074",366637,"Preserved Crab apple",NA,1,1,1900,1900,0,0
"291075",366638,"Preserved Pressed figs",NA,1,1,1900,1900,0,0
"291140",366707,"Crullers, the kind Mother used to make",NA,1,1,1899,1899,0,0
"291490",367183,"Cup of cocoa with cream",NA,1,1,1900,1900,0,0
"291855",367648,"Oxtail soup, a l'Anglaise",NA,1,1,1900,1900,0,0
"292061",367873,"Diamond-Back Terrapin, Baltimore Style",NA,1,1,1899,1899,0,0
"292062",367874,"Pompano, fine herbs",NA,1,1,1906,1906,0,0
"292063",367876,"Gateau Figaro",NA,1,1,1906,1906,0,0
"292064",367877,"Compote de pommes au riz",NA,1,1,1906,1906,0,0
"292260",368133,"Picked w/ Codfish in Cream",NA,1,1,1900,1900,0,0
"292558",368500,"Royal Pudding, Maraschino sauce",NA,1,1,1900,1900,0.15,0.15
"292559",368501,"Almond Pudding, Cream sauce",NA,1,1,1900,1900,0,0
"293231",369362,"Veal chops or cutlets, breaded, tomato sauce",NA,1,1,1900,1900,0.35,0.6
"294627",371075,"Cream Gervais Cheese with Bar-le-duc jelly",NA,1,1,1900,1900,0.6,0.6
"294628",371076,"Creme Gervais Fromage et confiture de Bar-le-duc",NA,1,1,1900,1900,0,0
"296278",373283,"Mock Turtle Soup",NA,75,76,1886,1989,0.1,0.5
"296330",373362,"Smoked salmon",NA,112,113,1900,1933,0.25,0.8
"296332",373364,"Salted almonds",NA,161,162,1899,1920,0,0.45
"296334",373366,"Westphalia ham",NA,17,18,1905,1920,0.3,0.85
"296350",373383,"Scotch woodcock",NA,45,45,1905,1920,0.4,0.95
"296355",373389,"Roast Beef",NA,147,151,1862,2928,0,20
"296358",373392,"Virginia ham",NA,102,102,1905,1920,0.4,1
"296369",373410,"Nesselrode pudding",NA,170,172,1900,1920,0,0.6
"296374",373416,"Apple",NA,341,353,1905,1964,0,15
"296394",373445,"Fried potatoes",NA,56,57,1880,1935,0.1,0.4
"296404",373456,"Green Peas",NA,403,502,1854,1981,0.05,60
"296407",373460,"new string beans",NA,17,20,1900,1920,0.1,0.75
"296472",373531,"Tenderloin steak with mushrooms",NA,77,79,1900,1920,0,115
"296485",373547,"Oyster Cocktail",NA,127,132,1,1969,0.1,25
"296627",373739,"Rice Pudding",NA,225,252,1854,1976,0.05,5
"296638",373751,"Cauliflower au gratin",NA,66,68,1905,1920,0,0.6
"296657",373771,"Tomates farcies",NA,12,12,1888,1920,0.35,0.5
"296661",373777,"Cafe",NA,250,255,1885,1987,0,3
"296749",373875,"Lettuce salad",NA,355,374,1894,1938,0,25
"296750",373876,"Romaine salad",NA,268,274,1900,1955,0.15,0.6
"296753",373879,"Tomato salad",NA,305,317,1886,1965,0,0.95
"296773",373904,"American cheese",NA,271,276,1891,1952,0,0.65
"296774",373905,"Roquefort cheese",NA,347,364,1889,1928,0,40
"296779",373910,"Assorted Cakes",NA,603,729,1882,2928,0,25
"296793",373924,"Apollinaris ",NA,10,10,1905,1920,0.15,40
"296810",373946,"Grape Fruit",NA,229,266,1912,2928,0,25
"296871",374015,"Mallard duck",NA,83,83,1905,1918,0,5.5
"296891",374039,"Green peas",NA,211,217,1885,1933,0,10
"296907",374055,"Dill pickle",NA,59,59,1905,1920,0.05,0.15
"296912",374061,"Table celery",NA,89,91,1900,1920,0.15,25
"296936",374089,"Peaches",NA,56,57,1855,1959,0.1,60
"296942",374096,"Chocolate Eclair",NA,75,87,1901,1967,0.05,5
"296972",374136,"Neapolitan Ice Cream",NA,173,181,1899,1920,0.1,10
"296977",374141,"Stewed Prunes",NA,407,505,1,2928,0,5
"297036",374204,"American Cheese",NA,227,236,1882,1964,0.05,0.85
"297074",374246,"ROQUEFORT",NA,14,14,1893,1916,0.15,0.3
"297083",374255,"Broiled ham",NA,60,61,1892,1919,0.15,0.65
"297097",374271,"Club Sandwich",NA,218,227,1899,1988,0,2.75
"297105",374279,"Milk Toast",NA,231,265,1,1958,0,25
"297114",374288,"Jelly Omelette",NA,71,74,1900,1958,0.2,25
"297358",374563,"cocoa",NA,12,14,1900,1915,0.05,0.3
"297581",374916,"Watercress salad",NA,190,193,1899,1933,0,0.6
"297609",374952,"Corn Bread",NA,28,28,1859,1919,0.05,0.15
"297616",374959,"Cold Tongue",NA,60,62,1897,1920,0,0.8
"297668",375012,"Mashed Potatoes",NA,278,294,1854,2008,0,2.25
"297778",375126,"Cream cheese",NA,166,180,1884,1939,0,30
"297798",375147,"Yorkshire buck",NA,58,58,1905,1920,0.25,40
"297808",375158,"Chicken sandwich",NA,169,170,1899,1920,0,0.6
"297809",375160,"Tongue sandwich",NA,152,154,1899,1920,0.05,0.6
"297810",375161,"Ham sandwich",NA,160,162,1899,1920,0,0.5
"297826",375177,"Camembert cheese",NA,182,190,1897,1928,0.1,0.45
"297855",375211,"Broiled Spring chicken",NA,6,6,1907,1920,0.75,2.25
"297945",375319,"Cream of asparagus soup",NA,4,4,1901,1981,0.1,60
"298062",375440,"Porterhouse Steak with mushrooms",NA,10,13,1914,1920,2,7
"298396",375934,"Coffee with cream",NA,45,45,1900,1933,0.1,0.45
"298441",375982,"Chicken Salad",NA,410,441,1884,1967,0,30
"298507",376056,"Clam Cocktail",NA,106,113,1912,1958,0.05,25
"298524",376076,"Beef Tea",NA,4,5,1906,1919,0.05,0.15
"298553",376106,"Chicken Patties",NA,32,32,1913,1919,0.15,0.7
"298652",376213,"Ham and Beans",NA,15,16,1901,1919,0,0.3
"298683",376248,"Corn Fritters",NA,140,143,1906,2928,0.1,30
"298716",376294,"Lobster Salad",NA,338,371,1865,1979,0.25,60
"298758",376341,"Tomato soup",NA,118,118,1882,1919,0,0.5
"298791",376377,"Sardine sandwich",NA,114,114,1905,1919,0,0.6
"298828",376417,"Meringue glace",NA,61,63,1905,1919,0,0.6
"298880",376474,"Ham and Eggs",NA,161,197,1900,1969,0,35
"298881",376475,"Bacon and Eggs",NA,153,178,1912,1969,0,55
"298912",376506,"tongue sandwich",NA,17,18,1901,1919,0.05,0.5
"298929",376523,"Corned Beef Sandwich",NA,116,120,1894,1985,0.05,1
"298949",376543,"Hot Roast Beef Sandwich",NA,108,117,1901,1967,0.1,1.25
"299120",376727,"Broiled Bluefish",NA,35,40,1894,1919,0.25,0.8
"299389",377045,"Little Neck Clam Stew",NA,29,30,1900,1919,0.2,0.45
"299464",377122,"Caviar Sandwich",NA,68,71,1900,1958,0.25,4
"299494",377152,"Cream of Celery Soup",NA,27,27,1,1973,0.1,0.7
"299587",377257,"Broiled Squab Chicken",NA,17,17,1907,1919,0.35,1.6
"299657",377331,"Vegetable soup",NA,33,33,1895,1987,0.1,2.3
"299665",377339,"Green turtle soup",NA,43,43,1901,1919,0.25,1
"299729",377403,"Cup custard",NA,190,194,1905,1919,0,15
"299827",377509,"Broiled Weak Fish",NA,2,2,1919,1919,0.45,0.45
"299846",377532,"Plain Toast",NA,33,33,1,1969,0.1,0.15
"299876",377563,"Oysters Fried",NA,6,6,1913,1919,0.15,0.5
"300040",377739,"Roast Chicken",NA,53,63,1862,1954,0.25,3.5
"300098",377804,"Crab Flake Salad",NA,23,28,1905,1958,0.5,4.5
"300127",377836,"Saratoga potatoes",NA,35,35,1895,1939,0.15,0.25
"300460",378206,"Chocolate ice cream",NA,274,277,1899,1998,0.05,10
"300535",378288,"Special coffee",NA,46,46,1913,1920,0,0.35
"300545",378298,"Creamed spinach",NA,11,12,1905,1919,0.1,0.4
"300562",378316,"Bismarck herring",NA,40,46,1905,1919,0.15,0.5
"300613",378368,"Smoked beef tongue",NA,62,62,1901,1919,0.2,50
"300655",378412,"English Breakfast Tea",NA,53,53,1881,1954,0.05,0.35
"300880",378671,"Grape-fruit salad",NA,3,3,1918,1919,0.25,0.4
"301038",378849,"Edam cheese",NA,118,122,1893,1920,0.1,0.4
"301047",378858,"american cheese",NA,18,19,1900,1933,0.05,0.3
"301130",378947,"Celery salad",NA,186,192,1900,1920,0.1,0.6
"301142",378960,"Apple cake",NA,33,35,1905,1919,0.05,0.15
"301144",378962,"Currant jelly",NA,48,48,1900,1932,0.05,0.25
"301330",379156,"French Fried potatoes",NA,34,34,1895,1959,0.05,0.5
"301334",379160,"Omelet Souffle",NA,15,15,1912,1919,0.75,0.75
"301355",379181,"Macedoine Salad",NA,18,18,1884,1919,0.25,0.5
"301544",379378,"Chartreuse, Green",NA,36,36,1905,1919,0.15,15
"301661",379520,"Spaghetti au gratin",NA,86,91,1898,1920,0.15,0.5
"301718",379587,"Turkey sandwich",NA,18,18,1905,1919,0.15,25
"301815",379693,"Chiffonade salad",NA,98,101,1900,1933,0.2,0.75
"301863",379745,"Sweet pickles",NA,26,26,1905,1919,0.1,0.25
"302065",379960,"Vegetable salad",NA,44,45,1906,1919,0.25,0.75
"302131",380036,"Dry toast",NA,68,69,1891,1946,0.1,0.5
"302724",380680,"Apple pie",NA,211,217,1900,1978,0,15
"302852",380822,"Domestic Cigars",NA,10,10,1907,1943,0.09,0.28
"302934",380922,"Baked Apples",NA,12,13,1907,1957,0.05,0.4
"303065",381071,"Roast turkey",NA,21,21,1905,1918,0.5,60
"303424",381461,"Corned Beef and Beans",NA,11,12,1913,1917,0.1,0.2
"303431",381468,"Corned beef Sandwich",NA,4,4,1905,1916,0.05,0.15
"304072",382184,"Mixed salad",NA,28,30,1905,1978,0.1,0.85
"304175",382295,"Small steak",NA,51,51,1905,1919,0.25,50
"304211",382332,"Chicory salad",NA,161,165,1899,1937,0.15,0.6
"304221",382342,"Stewed mushrooms",NA,19,19,1905,1919,0.1,15
"304380",382518,"Fried Egg Sandwich",NA,48,48,1912,1965,0.07,0.6
"304899",383082,"Pork and Beans",NA,25,25,1900,1917,0.1,50
"305006",383199,"Julienne soup",NA,111,114,1882,1918,0.15,0.5
"305015",383208,"Mock Turtle soup",NA,30,31,1887,1918,0.15,0.4
"305020",383213,"Green Turtle soup",NA,34,34,1887,1925,0.25,0.6
"305471",383727,"Escarole salad",NA,171,182,1899,1965,0.2,0.95
"305473",383729,"Dandelion salad",NA,34,35,1901,1928,0.3,0.4
"305532",383790,"Russian Salad",NA,6,6,1905,1949,0.75,0.9
"305539",383797,"Gorgonzola cheese",NA,40,45,1899,1920,0.15,0.6
"305541",383799,"Port Salut cheese",NA,47,53,1906,1981,0.2,0.4
"306240",384622,"Spaghetti Milanaise",NA,83,84,1905,1948,0.15,0.4
"306459",384847,"Blue Points oysters",NA,42,46,1905,1928,0.2,0.5
"306705",385104,"Cafe parfait",NA,101,103,1905,1918,0.1,0.4
"306833",385246,"Red cabbage",NA,23,24,1905,1980,0.1,0.3
"306835",385249,"Calf's liver and bacon",NA,41,41,1900,1918,0.2,0.7
"307034",385521,"Puree of Tomatoes Soup",NA,12,12,1900,1918,0.1,0.4
"307130",385624,"Coffee, per cup",NA,37,37,1901,1918,0.05,10
"307200",385695,"Assorted eclairs",NA,6,6,1905,1918,0.1,0.3
"307296",385803,"Meringue glacée",NA,22,24,1882,1969,0,40
"307539",386070,"Puree of Split Pea",NA,2,2,1918,1918,0.25,0.25
"307710",386248,"Fresh mackerel",NA,36,38,1905,1918,0.35,50
"307711",386249,"Crab flakes au gratin",NA,13,13,1905,1918,0.75,1
"307727",386265,"Ruinart Brut champagne",NA,22,23,1900,1918,1.75,6.5
"307805",386374,"New dill pickles",NA,18,19,1905,1918,0.1,0.1
"308267",386887,"Veal cutlet, breaded, tomato sauce",NA,9,9,1905,1918,0.25,0.7
"308271",386891,"Hamburger steak",NA,69,69,1905,1918,0.15,25
"308400",387021,"Brussel sprouts",NA,27,27,1905,1918,0.2,0.6
"308461",387085,"Eggs, scrambled",NA,34,34,1900,1918,0.25,0.4
"308465",387089,"Omelet with bacon",NA,7,7,1900,1918,0.35,0.5
"308504",387137,"Roast beef sandwich",NA,68,68,1905,1918,0.05,0.6
"308591",387226,"Cold Ham ",NA,7,7,1892,1918,0.1,0.5
"308748",387425,"Potato croquettes",NA,17,17,1895,1918,0.2,0.25
"309044",387738,"Consommé Julienne",NA,6,6,1901,1918,0.2,0.4
"309178",387878,"Biscuit glace",NA,33,33,1912,1918,0.2,0.4
"309253",387955,"Anchovies in oil",NA,32,32,1905,1918,0.25,0.6
"309521",388257,"Corned beef hash",NA,45,47,1905,1918,0,20
"309899",388681,"St. Julien claret",NA,12,13,1900,1918,0.4,2.25
"309910",388692,"St. Croix rum",NA,11,11,1900,1918,0.15,2.5
"309927",388709,"Pastry",NA,42,44,1865,1972,0.05,0.15
"310227",389017,"Lynnhavens Oysters",NA,18,18,1906,1918,0.35,0.5
"310425",389228,"Escaloped Oysters",NA,7,9,1865,1954,0.4,0.5
"310426",389229,"Oysters, Baltimore fry",NA,1,1,1900,1900,0.4,0.4
"310427",389230,"Oysters, Baltimore broil",NA,2,2,1900,1914,0.45,0.45
"310428",389231,"Salad a la Rochelle",NA,1,1,1900,1900,0.5,0.5
"310429",389232,"Canape of Anchovies Sandwich",NA,1,1,1900,1900,0.5,0.5
"310430",389233,"Roast beef Sandwich",NA,3,3,1899,1959,0.15,0.25
"310566",389381,"Cook's Imperial champagne",NA,20,20,1900,1918,1,3.75
"310872",389735,"Sirloin Steak with mushrooms",NA,6,6,1908,1918,0.4,3.5
"311234",390112,"Pommard burgundy",NA,9,10,1900,1918,1,2.5
"311312",390195,"Gruyere Cheese Sandwich",NA,1,1,1899,1899,0.15,0.15
"311416",390305,"cauliflower au gratin",NA,6,6,1900,1918,0.3,0.4
"311685",390638,"Mashed turnips",NA,25,25,1905,1918,0.05,15
"311987",390966,"Moet & Chandon, White Seal champagne",NA,16,16,1900,1918,1.75,7
"312262",391257,"Chicken croquettes",NA,18,18,1905,1918,0.4,0.65
"313564",392743,"Piper Heidsieck champagne",NA,8,9,1900,1918,1.75,6
"313902",393124,"Baked sweet potatoes",NA,23,23,1900,1918,0.1,0.2
"314677",393997,"romaine salad",NA,12,13,1900,1918,0.25,0.6
"315445",394833,"Planked extra sirloin",NA,5,5,1905,1917,2.5,6.75
"315975",395426,"Pim olas",NA,4,4,1906,1914,0.15,0.35
"315976",395427,"Crecy with rice soup",NA,1,1,1906,1906,0.3,0.5
"315977",395428,"Hot-house tomato salad",NA,1,1,1906,1906,0.4,0.75
